provider,provider_url,feed_type,feed_url,feed_id,resume_cursor
Plymouth Active,https://plymouthcouncil.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-scheduled-sessions,plymouth-active--scheduledsession,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-scheduled-sessions?afterTimestamp=123242508&afterId=00000000000030461157
Redbridge Sports Centre,https://rslonline.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-scheduled-sessions,redbridge-sports-centre--scheduledsession,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-scheduled-sessions?afterTimestamp=0&afterId=
Rivers Fitness,https://riversfitness.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-scheduled-sessions,rivers-fitness--scheduledsession,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-scheduled-sessions?afterTimestamp=79868193&afterId=00000000000001346080
Southwark Council,https://southwarkcouncil-oa.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-scheduled-sessions,southwark-council--scheduledsession,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-scheduled-sessions?afterTimestamp=137359860&afterId=00000000000010142404
TeamUp,https://goteamup.com/api/openactive/v1/,scheduledSession,https://goteamup.com/api/openactive/v1/scheduledsessions,teamup--scheduledsession,https://goteamup.com/api/openactive/v1/scheduledsessions?afterId=98779903&afterTimestamp=1784561534
Tonbridge and Malling Leisure Trust,https://tma.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/tma-live-scheduled-sessions,tonbridge-and-malling-leisure-trust--scheduledsession,https://opendata.leisurecloud.live/api/feeds/tma-live-scheduled-sessions?afterTimestamp=0&afterId=
Trafford Community Leisure Trust,https://traffordleisure.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-scheduled-sessions,trafford-community-leisure-trust--scheduledsession,
Vision Redbridge,https://visionredbridge.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-scheduled-sessions,vision-redbridge--scheduledsession,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-scheduled-sessions?afterTimestamp=114721970&afterId=00000000000010273799
Wellington College,https://wellingtonclub.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-scheduled-sessions,wellington-college--scheduledsession,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-scheduled-sessions?afterTimestamp=47481338&afterId=00000000000010766658
West Wight Sports and Community,https://westwight.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-scheduled-sessions,west-wight-sports-and-community--scheduledsession,
Wigan Leisure and Culture Trust,https://bewellwigan.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/WiganLeisureandCultureTrust-live-scheduled-sessions,wigan-leisure-and-culture-trust--scheduledsession,
WV Active,https://wvactive.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/WVActive-live-scheduled-sessions,wv-active--scheduledsession,https://opendata.leisurecloud.live/api/feeds/WVActive-live-scheduled-sessions?afterTimestamp=55422404&afterId=00000000000030367548
Your Leisure,https://yourleisure.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-scheduled-sessions,your-leisure--scheduledsession,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-scheduled-sessions?afterTimestamp=39162040&afterId=00000000000002239923
Bookwhen,https://data.bookwhen.com/,event,https://bookwhen.com/api/openactive/events,bookwhen--event,https://bookwhen.com/api/openactive/events?afterId=ba40gdosnic9&afterTimestamp=1784561664
Exercise Anywhere,https://opendata.exercise-anywhere.com/,event,https://opendata.exercise-anywhere.com/api/rpde/events,exercise-anywhere--event,https://opendata.exercise-anywhere.com/api/rpde/events?afterTimestamp=1784559622&afterId=356467
Find My Facility,https://api.findmyfacility.com/v1/openactive,event,https://api.findmyfacility.com/v1/openactive/events,find-my-facility--event,https://api.findmyfacility.com/v1/openactive/events?afterTimestamp=1759760847&afterId=2a9ce9e5-cd05-4de5-803a-ac45816f2ded
Good Gym,https://www.goodgym.org/api/openactive/,event,https://www.goodgym.org/api/openactive/events,good-gym--event,https://www.goodgym.org/api/openactive/events?afterId=128449&afterTimestamp=1784561525&asOf=1784561671&limit=500
Open Sessions,https://openactive.opensessions.io/,event,https://opensessions.io/api/rpde/events,open-sessions--event,https://opensessions.io/api/rpde/events?afterTimestamp=1784505117&afterId=22248
Our Parks,https://ourparks.org.uk/openactive,event,https://ourparks.org.uk/api/events,our-parks--event,https://ourparks.org.uk/api/events?afterTimestamp=1784547173&afterId=105387
Playwaze,https://playwaze.com/opendata/openactive,event,https://playwaze.com/feeds/events,playwaze--event,
TeamUp,https://goteamup.com/api/openactive/v1/,event,https://goteamup.com/api/openactive/v1/events,teamup--event,https://goteamup.com/api/openactive/v1/events?afterId=106016237&afterTimestamp=1784562536
British Cycling,http://data.letsride.co.uk/,unnamedFeed,http://api.letsride.co.uk/public/v1/rides,british-cycling--unnamedfeed,
British Orienteering,http://data.britishorienteering.org.uk/,unnamedFeed,https://www.britishorienteering.org.uk/fullfixturesjson.php,british-orienteering--unnamedfeed,https://www.britishorienteering.org.uk/fullfixturesjson.php?afterTimestamp=1784569196&afterId=E88657
British Triathlon,http://data.britishtriathlon.org/,unnamedFeed,https://api.britishtriathlon.org/openactive/v1/events,british-triathlon--unnamedfeed,https://api.britishtriathlon.org/openactive/v1/events?afterTimestamp=1784568037&afterId=17115
England Netball,https://data.englandnetball.co.uk/,unnamedFeed,https://api.englandnetball.co.uk/api/openactive/sessions,england-netball--unnamedfeed,https://api.englandnetball.co.uk/api/openactive/sessions?afterId=256380&afterTimestamp=1784557208
GLL,http://data.better.org.uk/,unnamedFeed,https://www.better.org.uk/odi/sessions.json,gll--unnamedfeed,https://www.better.org.uk/odi/sessions.json?afterTimestamp=1784569034&afterId=85694556
GO Mammoth,http://data.gomammoth.co.uk/,unnamedFeed,https://reports.gomammoth.co.uk/api/OpenData/Leagues?afterTimestamp=0,go-mammoth--unnamedfeed,https://reports.gomammoth.co.uk/api/OpenData/Leagues?afterTimestamp=58709890587
Lawn Tennis Association,https://lawntennisassociation.github.io/,unnamedFeed,https://api.clubspark.uk/odi/public/courses,lawn-tennis-association--unnamedfeed,
SportStarta.com,https://sportstarta.github.io/,unnamedFeed,http://www.devapi.lewishamparklife.co.uk/api/games/get_active_single_game,sportstarta-com--unnamedfeed,
Upshot,https://openactive.upshot.org.uk/,unnamedFeed,https://app.upshot.org.uk/api/v0/openactive/v1.0/,upshot--unnamedfeed,https://app.upshot.org.uk/api/v0/openactive/v1.0/?afterTimestamp=1784571296529027&afterId=55746a72a8369d93
